iter	RMSE
640	2.432996344
641	2.428230225
642	2.421928181
643	2.419655298
644	2.415826787
645	2.409717357
646	2.408795153
647	2.406564788
648	2.400473344
649	2.398581402
650	2.397677736
651	2.38999057
652	2.385155539
653	2.383290045
654	2.381212839
655	2.379202654
656	2.375203885
657	2.370442006
658	2.369571327
659	2.367844057
660	2.363507226
661	2.357655901
662	2.354204139
663	2.352502061
664	2.35085534
665	2.348991543
666	2.347186566
667	2.346335236
668	2.341650927
669	2.340826181
670	2.335108422
671	2.333569152
672	2.332768511
673	2.327158824
674	2.322461025
675	2.321697338
676	2.314434476
677	2.310012839
678	2.305708067
679	2.301516453
680	2.29439777
681	2.292793309
682	2.290977302
683	2.290228064
684	2.288142953
685	2.28740724
686	2.28668334
687	2.282562971
688	2.281009699
689	2.280315881
690	2.27854161
691	2.274312853
692	2.273600197
693	2.272761431
694	2.270333034
695	2.266210205
696	2.258731129
697	2.255970711
698	2.25519392
699	2.249533355
700	2.247270043
701	2.241490019
702	2.237982668
703	2.237305341
704	2.233509347
705	2.231729287
706	2.231000338
707	2.228338218
708	2.227696236
709	2.227045692
710	2.226405332
711	2.224275279
712	2.219621566
713	2.215074542
714	2.214451841
715	2.213779829
716	2.211181559
717	2.208418668
718	2.20478454
719	2.203496475
720	2.199957239
721	2.199320205
722	2.198061026
723	2.19743924
724	2.191795762
725	2.191186449
726	2.188497791
727	2.183996419
728	2.183386468
729	2.17897469
730	2.173451254
731	2.172839373
732	2.170225531
733	2.165896725
734	2.163359654
735	2.162748822
736	2.16211478
737	2.15786935
738	2.153720709
739	2.149666027
740	2.149027117
741	2.145049816
742	2.139620122
743	2.139154235
744	2.138805257
745	2.134905103
746	2.134447126
747	2.131977884
748	2.130167169
749	2.129690897
750	2.129375043
751	2.126079781
752	2.12577717
753	2.124844976
754	2.121624578
755	2.118293959
756	2.115051584
757	2.114627084
758	2.112904438
759	2.109746422
760	2.109346232
761	2.106275864
762	2.104608169
763	2.104358577
764	2.103996572
765	2.101673491
766	2.100062732
767	2.09686615
768	2.095989492
769	2.092912769
770	2.089806275
771	2.087568046
772	2.08734971
773	2.084602206
774	2.083749806
775	2.082211199
776	2.073301897
777	2.064552847
778	2.063072848
779	2.054488293
780	2.051854361
781	2.043416006
782	2.042010457
783	2.039100348
784	2.037737923
785	2.036414157
786	2.028159085
787	2.021448682
788	2.013371867
789	2.006175946
790	2.003375762
791	2.000874391
792	1.998487064
793	1.996153515
794	1.993861939
795	1.991639993
796	1.989224013
797	1.984367845
798	1.97908711
799	1.976394122
800	1.971780838
801	1.969689254
802	1.96952637
803	1.964392787
804	1.959392591
805	1.954522297
806	1.949778502
807	1.945157891
808	1.942556102
809	1.937421063
810	1.932410159
811	1.927520427
812	1.926810715
813	1.921874862
814	1.917118256
815	1.912476562
816	1.911607926
817	1.910145095
818	1.909495872
819	1.908644935
820	1.904136882
821	1.903283062
822	1.902845189
823	1.901577093
824	1.897113247
825	1.896284256
826	1.895696485
827	1.890012985
828	1.885540499
829	1.881329305
830	1.880543459
831	1.875836483
832	1.875302224
833	1.86982174
834	1.865242887
835	1.863591062
836	1.862347118
837	1.857025365
838	1.85626354
839	1.851817192
840	1.851067245
841	1.850329992
842	1.84748994
843	1.84267686
844	1.837541087
845	1.833437298
846	1.832225671
847	1.828214241
848	1.827434705
849	1.8236616
850	1.818712301
851	1.81490463
852	1.81098891
853	1.805838352
854	1.802069779
855	1.797426196
856	1.793414352
857	1.79275106
858	1.787973818
859	1.787324082
860	1.780557627
861	1.776956807
862	1.772327157
863	1.771145827
864	1.769989231
865	1.765489745
866	1.758989754
867	1.757879489
868	1.75693209
869	1.753405013
870	1.749975892
871	1.748875472
872	1.744209658
873	1.743129165
874	1.738784248
875	1.735457319
876	1.732222337
877	1.727911819
878	1.724766147
879	1.724651818
880	1.723592677
881	1.719349269
882	1.718352481
883	1.716851546
884	1.712719701
885	1.711738493
886	1.708257026
887	1.707253958
888	1.706613274
889	1.703520793
890	1.702556038
891	1.698527151
892	1.697897569
893	1.69379195
894	1.689875271
895	1.68648504
896	1.682678722
897	1.679650393
898	1.675672034
899	1.672726731
900	1.669013155
901	1.665392515
902	1.661550018
903	1.661429916
904	1.657913611
905	1.654185187
906	1.654065756
907	1.650650375
908	1.645106284
909	1.64414606
910	1.64084105
911	1.63545249
912	1.632256069
913	1.628700165
914	1.626610801
915	1.624574593
916	1.624451363
917	1.621118506
918	1.618044187
919	1.617919444
920	1.616708763
921	1.613461674
922	1.613339466
923	1.609882083
924	1.606700461
925	1.603742462
926	1.601360345
927	1.600183378
928	1.597069799
929	1.595924985
930	1.591559639
931	1.589226864
932	1.584966369
933	1.578344724
934	1.57421871
935	1.570897812
936	1.569761724
937	1.56331361
938	1.562198224
939	1.55996984
940	1.558878792
941	1.554903975
942	1.551030129
943	1.550806642
944	1.548647032
945	1.546464464
946	1.54272725
947	1.541646376
948	1.541427993
949	1.541247847
950	1.540189374
951	1.539559366
952	1.537002767
953	1.535977447
954	1.532228306
955	1.531617612
956	1.52797764
957	1.524332364
958	1.523793206
959	1.521722818
960	1.518944217
961	1.51841283
962	1.518205613
963	1.517205363
964	1.515228553
965	1.513022175
966	1.512041532
967	1.50860911
968	1.506460967
969	1.506259211
970	1.500292541
971	1.499323158
972	1.498374559
973	1.495877978
974	1.495706874
975	1.495198129
976	1.493299981
977	1.493108583
978	1.492607541
979	1.492114294
980	1.491950151
981	1.491016138
982	1.490530173
983	1.489343293
984	1.488871965
985	1.485910496
986	1.483503
987	1.480619532
988	1.479594033
989	1.478594915
990	1.474966243
991	1.473986167
992	1.473211596
993	1.472759333
994	1.471808686
995	1.470606221
996	1.470179653
997	1.467841078
998	1.466946675
999	1.466532318
